ID;Type;Subtype;Group;Object;Comments;Density g/cm^3;Thermal conductivity W/mK;Specific Heat Capacity kJ/kg*K;Comments;Moisture content %wt;Volatile content %wt;Char content %wt;Ash content %wt;SUM;M_norm;V_norm;C_norm;A_norm;;Comments;C %wt;H %wt;N %wt;S %wt;O %wt;Cl %wt;SUM;E_C_norm;E_H_norm;E_N_norm;E_S_norm;E_O_norm;E_Cl_norm;HHV [MJ/kg] DAF;HHV_D [MJ/kg];HHV_eff_norm  [MJ/kg];E_HHV [MJ/kg] DAF;E_HHV_D [MJ/kg];E_HHV_eff_norm  [MJ/kg];Ref A
563;Organic;5;Animal Derivatives;Ribs (beef);whole (ribs 6-12);;;3.16;;54.54;;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;3
564;Organic;5;Animal Derivatives;Round (beef);full cut, lean and fat;;;3.39;;64.75;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;3
565;Organic;5;Animal Derivatives;Round (beef);full cut, lean;;;3.52;;70.83;;;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;3
566;Organic;5;Animal Derivatives;Sirloin (beef);lean;;;3.53;;71.7;;;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;3
567;Organic;5;Animal Derivatives;Short loin (beef);porterhouse steak, lean;;;3.49;;69.59;;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;;;3
568;Organic;5;Animal Derivatives;Short loin (beef);T-bone steak, lean;;;3.49;;69.71;;;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;3
569;Organic;5;Animal Derivatives;Tenderloin (beef);lean;;;3.45;;68.4;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;3
570;Organic;5;Animal Derivatives;Veal (beef);lean;;;3.65;;75.91;;;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;3
571;Organic;5;Animal Derivatives;Backfat (pork);;;;2.17;;7.69;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;3
572;Organic;5;Animal Derivatives;Bacon (pork);;;;2.7;;31.58;;;2.13;;;;;;;;;;;;;;;;;;;;;;;;;;;3
573;Organic;5;Animal Derivatives;Belly (pork);;;;2.8;;36.74;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;3
574;Organic;5;Animal Derivatives;Carcass (pork);;;;3.08;;49.83;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;3
575;Organic;5;Animal Derivatives;Ham (pork);cured, whole, lean;;;3.47;;68.26;;;3.66;;;;;;;;;;;;;;;;;;;;;;;;;;;3
576;Organic;5;Animal Derivatives;Ham (Pork);country cured, lean;;;3.16;;55.93;;;7.65;;;;;;;;;;;;;;;;;;;;;;;;;;;3
577;Organic;5;Animal Derivatives;Shoulder (pork);whole, lean;;;3.59;;72.63;;;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;3
578;Organic;5;Animal Derivatives;Braunschweiger (sausage);;;;3.01;;48.01;;;3.27;;;;;;;;;;;;;;;;;;;;;;;;;;;3
579;Organic;5;Animal Derivatives;Frankfurter (sausage);;;;3.15;;53.87;;;3.15;;;;;;;;;;;;;;;;;;;;;;;;;;;3
580;Organic;5;Animal Derivatives;Italian (sausage);;;;3.1;;51.08;;;2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;3
581;Organic;5;Animal Derivatives;Polish (sausage);;;;3.14;;53.15;;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;3
582;Organic;5;Animal Derivatives;Pork (sausage);;;;2.95;;44.52;;;2.49;;;;;;;;;;;;;;;;;;;;;;;;;;;3
583;Organic;5;Animal Derivatives;Smoked links (sausage);;;;2.82;;39.3;;;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;3
584;Organic;5;Animal Derivatives;Chicken;;;;4.34;;65.99;;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;3
585;Organic;5;Animal Derivatives;Duck;;;;3.06;;48.5;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;3
586;Organic;5;Animal Derivatives;Turkey;;;;3.53;;70.4;;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;3
587;Organic;5;Animal Derivatives;Egg White;;;;3.91;;87.81;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;3
588;Organic;5;Animal Derivatives;Egg White;dried;;;2.29;;14.62;;;4.25;;;;;;;;;;;;;;;;;;;;;;;;;;;3
589;Organic;5;Animal Derivatives;Egg Whole;;;;3.63;;75.33;;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;;3
590;Organic;5;Animal Derivatives;Egg Whole;dried;;;2.04;;3.1;;;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;3
591;Organic;5;Animal Derivatives;Egg Yolk;;;;3.05;;48.81;;;1.77;;;;;;;;;;;;;;;;;;;;;;;;;;;3
592;Organic;5;Animal Derivatives;Egg Yolk;salted;;;3.01;;50.8;;;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;3
593;Organic;5;Animal Derivatives;Egg Yolk;sugared;;;3.07;;51.25;;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;3
594;Organic;5;Animal Derivatives;Composite of cuts (lamb);lean;;;3.6;;73.42;;;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;3
595;Organic;5;Animal Derivatives;Leg (lamb);whole, lean;;;3.62;;74.11;;;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;3
596;Organic;5;Animal Derivatives;Beef;lean (at 3°C);;0.506;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
597;Organic;5;Animal Derivatives;Beef;lean (at 20°C);;0.43;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
598;Organic;5;Animal Derivatives;Beef;lean (at 6°C);;0.4;;;76.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
599;Organic;5;Animal Derivatives;Beef;lean (at 20°C);;0.48;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
600;Organic;5;Animal Derivatives;Beef;lean (at 6°C);;0.41;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
601;Organic;5;Animal Derivatives;Beef;lean (at 3°C);;0.471;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
602;Organic;5;Animal Derivatives;Beef;ground (at 6°C);0.95;0.406;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
603;Organic;5;Animal Derivatives;Beef;ground (at 4°C);0.98;0.41;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
604;Organic;5;Animal Derivatives;Beef;ground (at 6°C);0.93;0.351;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
605;Organic;5;Animal Derivatives;Beef;ground (at 3°C);0.95;0.364;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
606;Organic;5;Animal Derivatives;Beef;brain (at 35°C);1.04;0.496;;;77.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
607;Organic;5;Animal Derivatives;Beef;fat (at 35°C);0.81;0.19;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
608;Organic;5;Animal Derivatives;Beef;fat (at 35°C);0.86;0.23;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
609;Organic;5;Animal Derivatives;Beef;fat (at 2°C);;0.217;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
610;Organic;5;Animal Derivatives;Beef;kidney (at 35°C);1.02;0.524;;;76.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
611;Organic;5;Animal Derivatives;Beef;liver (at 35°C);;0.488;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
612;Organic;5;Animal Derivatives;Beefstick; (at 20°C);1.05;0.297;;;36.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
613;Organic;5;Animal Derivatives;Bologna;(at 20°C);1;0.421;;;64.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
614;Organic;5;Animal Derivatives;Dog food;(at 23°C);1.24;0.319;;;30.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
615;Organic;5;Animal Derivatives;Cat food;(at 23°C);1.14;0.326;;;39.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
616;Organic;5;Animal Derivatives;Ham,;country (at 20°C);1.03;0.48;;;71.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
617;Organic;5;Animal Derivatives;Horse meat;(at 30°C);;0.46;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
618;Organic;5;Animal Derivatives;Lamb; (at 20°C);;0.456;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
619;Organic;5;Animal Derivatives;Lamb; (at 20°C);;0.399;;;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
620;Organic;5;Animal Derivatives;Pepperoni; (at 20°C);1.06;0.256;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
621;Organic;5;Animal Derivatives;Pork;fat (at 3°C);;0.215;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
622;Organic;5;Animal Derivatives;Pork;lean (at 20°C);;0.453;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
623;Organic;5;Animal Derivatives;Pork;lean (at 20°C);;0.505;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
624;Organic;5;Animal Derivatives;Pork;lean flank (at 2.2°C);;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
625;Organic;5;Animal Derivatives;Pork;lean leg (at 4°C);;0.478;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
626;Organic;5;Animal Derivatives;Pork;lean leg (at 4°C);;0.456;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
627;Organic;5;Animal Derivatives;Salami; (at 20°C);0.96;0.311;;;35.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
628;Organic;5;Animal Derivatives;Sausage; (at 25°C);;0.427;;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
629;Organic;5;Animal Derivatives;Sausage; (at 25°C);;0.385;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
630;Organic;5;Animal Derivatives;Veal; (at 20°C);;0.47;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
631;Organic;5;Animal Derivatives;Veal; (at 28°C);;0.445;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
632;Organic;5;Animal Derivatives;Chicken;breast (at 20°C);;0.412;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
633;Organic;5;Animal Derivatives;Chicken;with skin (at 20°C);;0.366;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
634;Organic;5;Animal Derivatives;Turkey;breast (at 3°C);;0.496;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
635;Organic;5;Animal Derivatives;Turkey;leg (at 4°C);;0.497;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
636;Organic;5;Animal Derivatives;Turkey;breast (at 3°C);;0.502;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
637;Organic;5;Animal Derivatives;Egg,;white (at 36°C);;0.558;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
638;Organic;5;Animal Derivatives;Egg,;yolk (at 31°C);1.02;0.42;;;50.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
639;Organic;5;Animal Derivatives;Fish;cod (at 3°C);;0.534;;;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
640;Organic;5;Animal Derivatives;Fish;cod (at 1°C);;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
641;Organic;5;Animal Derivatives;salmon; (at 3°C);;0.531;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
642;Organic;5;Animal Derivatives;Salmon; (at 5°C);;0.498;;;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
643;Organic;5;Animal Derivatives;Seal;blubber (at 5°C);;0.197;;;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
644;Organic;5;Animal Derivatives;Whale;blubber (at 18°C);1.04;0.209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
645;Organic;5;Animal Derivatives;Whale;meat (at 32°C);1.07;0.649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
646;Organic;5;Animal Derivatives;Prawns, whole, boiled, with shell ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
647;Organic;5;Animal Derivatives;Prawns, whole, boiled, without shell ;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
648;Organic;5;Animal Derivatives;Egg, yoke, powder   ;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
649;Organic;5;Animal Derivatives;Egg, chicken, boiled/poached   ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
650;Organic;5;Animal Derivatives;Eggs, powdered    ;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
651;Organic;5;Animal Derivatives;Blood, flour    ;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
652;Organic;5;Animal Derivatives;Blood, meal    ;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
653;Organic;5;Animal Derivatives;Bone and meat meal, loose ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
654;Organic;5;Animal Derivatives;Bone meal, loose   ;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
655;Organic;5;Animal Derivatives;Cow intestine, boiled   ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
656;Organic;5;Animal Derivatives;Cow, lean, no bone, raw ;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
657;Organic;5;Animal Derivatives;Cow, intestine, raw   ;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
658;Organic;5;Animal Derivatives;Goat, intestine, boiled   ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
659;Organic;5;Animal Derivatives;Goat, intestine, raw   ;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
660;Organic;5;Animal Derivatives;Pork, fatty, with bone, boiled ;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
661;Organic;5;Animal Derivatives;Pork, fatty, with bone, raw ;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
662;Organic;5;Animal Derivatives;Pork, medium, with bone, boiled ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
663;Organic;5;Animal Derivatives;Pork, medium, with bone, raw ;;0.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
664;Organic;5;Animal Derivatives;Animal fat    ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
665;Organic;5;Animal Derivatives;Lard     ;;0.919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
666;Organic;6;Processed ;Tofu;;1.152;0.335;3.105;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;53
667;Organic;6;Processed ;Candy;Fudge, vanilla;;;1.9;;10.9;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;3
668;Organic;6;Processed ;Candy;Marshmallows;;;2.02;;16.4;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;3
669;Organic;6;Processed ;Candy;Milk chocolate;;;1.83;;1.3;;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;3
670;Organic;6;Processed ;Candy;Peanut brittle;;;1.77;;1.8;;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;3
671;Organic;6;Processed ;Popcorn;air-popped;;;2.04;;4.1;;;2.04;;;;;;;;;;;;;;;;;;;;;;;;;;;3
672;Organic;6;Processed ;Popcorn;oil-popped;;;1.99;;2.8;;;1.99;;;;;;;;;;;;;;;;;;;;;;;;;;;3
673;Organic;6;Processed ;Yeast;baker’s, compressed;;;3.55;;69;;;3.55;;;;;;;;;;;;;;;;;;;;;;;;;;;3
674;Organic;6;Processed ;Cake;angel food (at 23°C);0.15;0.099;;;36.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
675;Organic;6;Processed ;Cake;applesauce (at 23°C);0.3;0.079;;;23.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
676;Organic;6;Processed ;Cake;carrot (at 23°C);0.32;0.084;;;21.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
677;Organic;6;Processed ;Cake;chocolate (at 23°C);0.34;0.106;;;31.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
678;Organic;6;Processed ;Cake;pound (at 23°C);0.48;0.131;;;22.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
679;Organic;6;Processed ;Cake;yellow (at 23°C);0.3;0.11;;;25.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
680;Organic;6;Processed ;Margarine; (at 5°C);1;0.233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
681;Organic;6;Processed ;Cake;white (at 23°C);0.45;0.082;;;32.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
682;Organic;6;Processed ;Mayonnaise, light    ;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
683;Organic;6;Processed ;Mayonnaise, traditional    ;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
684;Organic;6;Processed ;Solid vegetable fat kimbo  ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
685;Organic;6;Processed ;Solid vegetable fat rina  ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
686;Organic;6;Processed ;Potato chips    ;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
687;Organic;6;Processed ;Potato chips, pringles   ;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
688;Organic;6;Processed ;Snacks, puffed, lowfat   ;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
689;Organic;7;Dairy Products;Milk sludge;milk+butter;;;;w/d basis;86.5;68.14;7.39;24.47;186.5;86.5;9.1989;0.99765;3.30345;;dry basis;40.92;6.15;6.95;0.67;20.84;;75.53;54.17714815;8.14245995;9.201641732;0.887064742;27.59168542;;;17.246;;22.83331127;17.246;2.32821;50
690;Organic;7;Dairy Products;Milk sludge;milk+butter+whey powder+casein;;;;w/d basis;67.6;61.89;1.7;36.41;167.6;67.6;20.05236;0.5508;11.79684;;dry basis;43.31;6.94;1.63;0.11;11.6;;63.59;68.10819311;10.91366567;2.563296116;0.172983173;18.24186193;;;18.966;;29.82544425;18.966;6.144984;50
691;Organic;7;Dairy Products;Milk sludge;milk+butter+whey powder+casein+cheese;;;;w/d basis;94.54;77.46;3.54;19;194.54;94.54;4.229316;0.193284;1.0374;;dry basis;54.9;8.71;2.37;0.4;14.62;;81;67.77777778;10.75308642;2.925925926;0.49382716;18.04938272;;;25.487;;31.4654321;25.487;1.3915902;50
692;Organic;7;Dairy Products;Biological milk sludge;dried;0.55;;;w/d basis;93.16;59.73;8.51;31.79;193.19;93.16;4.085532;0.582084;2.174436;;dry basis;35.92;5.59;5.76;0.85;19.90;0.18;68.2;52.6686217;8.196480938;8.445747801;1.246334311;29.17888563;0.263929619;;14.31;;20.97639654;14.31;0.979077551;51
693;Organic;7;Dairy Products;Butter;;0.9423;0.227;;;15.11;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;49
694;Organic;7;Dairy Products;Cheddar chesse;;1.102;0.345;;;36;;;4.07;;;;;;;;;;;;;;;;;;;;;;;;;;;49
695;Organic;7;Dairy Products;Hamburger chesse;;1.114;0.381;;;41;;;5.84;;;;;;;;;;;;;;;;;;;;;;;;;;;49
696;Organic;7;Dairy Products;Old kashkaval cheese;;1.117;0.368;;;41;;;3.88;;;;;;;;;;;;;;;;;;;;;;;;;;;49
697;Organic;7;Dairy Products;Tulum cheese;;1.11;0.379;;;41;;;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;49
698;Organic;7;Dairy Products;Fresh kashkaval cheese;;1.1817;0.403;;;43.79;;;2.99;;;;;;;;;;;;;;;;;;;;;;;;;;;49
699;Organic;7;Dairy Products;Mozzarella cheese;;1.0624;0.383;;;44.35;;;3.32;;;;;;;;;;;;;;;;;;;;;;;;;;;49
700;Organic;7;Dairy Products;Buffet kashkaval cheese;;0.9609;0.406;;;49.84;;;3.36;;;;;;;;;;;;;;;;;;;;;;;;;;;49
701;Organic;7;Dairy Products;Fresh cream cheese;;1.0141;0.433;;;56.32;;;2.58;;;;;;;;;;;;;;;;;;;;;;;;;;;49
702;Organic;7;Dairy Products;Labne;;1.0847;0.486;;;69.13;;;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;49
703;Organic;7;Dairy Products;Low fat labne;;1.0852;0.548;;;74.65;;;1.31;;;;;;;;;;;;;;;;;;;;;;;;;;;49
704;Organic;7;Dairy Products;Spreadable cheese;;0.8238;0.476;;;60.6;;;4.32;;;;;;;;;;;;;;;;;;;;;;;;;;;49
705;Organic;7;Dairy Products;Strained yogurt;;0.9721;0.54;;;74.23;;;1.31;;;;;;;;;;;;;;;;;;;;;;;;;;;49
706;Organic;7;Dairy Products;Light yogurt;;1.0331;0.571;;;81.95;;;1.29;;;;;;;;;;;;;;;;;;;;;;;;;;;49
707;Organic;7;Dairy Products;Pasteurized yogurt;;1.0348;0.571;;;82.48;;;2.14;;;;;;;;;;;;;;;;;;;;;;;;;;;49
708;Organic;7;Dairy Products;Extra light yogurt;;1.0245;0.584;;;86.81;;;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;49
709;Organic;7;Dairy Products;Butter;;;;2.4;;17.94;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;3
710;Organic;7;Dairy Products;Camembert;;;;3.1;;51.8;;;3.68;;;;;;;;;;;;;;;;;;;;;;;;;;;3
711;Organic;7;Dairy Products;Cheddar;;;;2.77;;36.75;;;3.93;;;;;;;;;;;;;;;;;;;;;;;;;;;3
712;Organic;7;Dairy Products;Cottage, uncreamed;;;;3.73;;79.77;;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;3
713;Organic;7;Dairy Products;Cream;;;;3.16;;53.75;;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;3
714;Organic;7;Dairy Products;Gouda;;;;2.87;;41.46;;;3.94;;;;;;;;;;;;;;;;;;;;;;;;;;;3
715;Organic;7;Dairy Products;Limburger;;;;3.03;;48.42;;;3.79;;;;;;;;;;;;;;;;;;;;;;;;;;;3
716;Organic;7;Dairy Products;Mozzarella;;;;3.15;;54.14;;;2.62;;;;;;;;;;;;;;;;;;;;;;;;;;;3
717;Organic;7;Dairy Products;Parmesan, hard;;;;2.58;;29.16;;;6.04;;;;;;;;;;;;;;;;;;;;;;;;;;;3
718;Organic;7;Dairy Products;Processed American;;;;2.8;;39.16;;;5.84;;;;;;;;;;;;;;;;;;;;;;;;;;;3
719;Organic;7;Dairy Products;Roquefort;;;;2.8;;39.38;;;6.44;;;;;;;;;;;;;;;;;;;;;;;;;;;3
720;Organic;7;Dairy Products;Swiss;;;;2.78;;37.21;;;3.53;;;;;;;;;;;;;;;;;;;;;;;;;;;3
721;Organic;7;Dairy Products;Cream;half and half;;;3.73;;80.57;;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;3
722;Organic;7;Dairy Products;Cream;table;;;3.59;;73.75;;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;3
723;Organic;7;Dairy Products;Cream;heavy whipping;;;3.25;;57.71;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;3
724;Organic;7;Dairy Products;Ice Cream;chocolate;;;3.11;;55.7;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;3
725;Organic;7;Dairy Products;Ice Cream;strawberry;;;3.19;;60;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;3
726;Organic;7;Dairy Products;Ice Cream;vanilla;;;3.22;;61;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;3
727;Organic;7;Dairy Products;Butter     ;;0.911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
728;Organic;7;Dairy Products;Butter, margarine    ;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
729;Organic;7;Dairy Products;Buttermilk, dried    ;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
730;Organic;7;Dairy Products;Casein     ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
731;Organic;7;Dairy Products;Cheese, emmentaler, grated   ;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
732;Organic;7;Dairy Products;Cream, 0.13 fat   ;;1.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
733;Organic;7;Dairy Products;Cream, 0.38 fat   ;;0.984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
734;Organic;7;Dairy Products;Cream, 0.09 fat   ;;1.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
735;Organic;7;Dairy Products;Cream, heavy    ;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
736;Organic;7;Dairy Products;Cream, light    ;;1.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
737;Organic;7;Dairy Products;Cream sour (crème fraiche about 0.18 fat);;1.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
738;Organic;7;Dairy Products;Cream sour (crème fraiche about 0.38 fat);;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
739;Organic;7;Dairy Products;Cream, whipping (about 0.4 fat) ;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
740;Organic;7;Dairy Products;Ice cream    ;;0.554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
741;Organic;7;Dairy Products;Ice cream, dairy   ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
742;Organic;7;Dairy Products;Ice cream, light (formerly ice milk);;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
743;Organic;7;Dairy Products;Ice cream, light, no sugar added;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
744;Organic;7;Dairy Products;Ice cream, no sugar added ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
745;Organic;7;Dairy Products;Ice cream, regular   ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
746;Organic;7;Dairy Products;Ice cream, rich   ;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
747;Organic;7;Dairy Products;Sour milk, cow, whole  ;;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
748;Organic;7;Dairy Products;Yoghurt, berry, low fat, artificially sweetened;;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
749;Organic;7;Dairy Products;Yoghurt, fruits    ;;1.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
750;Organic;7;Dairy Products;Yoghurt, low fat, fruit  ;;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
